IMF Spot,Interpolation Method,Mean Frequency,Variance Frequency,Rows,Cols,Channels,Median Frequency,Skewness Frequency,Kurtosis Frequency,Mean Color,Variance Color,Median Color,Skewness Color,Kurtosis Color,File Name
IMF 8,Bicubic,2090.447509969658,176019003.19523403,352,630,2,547.8061477687085,74146936893792.03,8.5955764336254e+19,9.109198295901576,730.4648494216922,0.0,66973.31371094272,8434667.76415637,
IMF 9,Bilinear,571.952331881693,9674358.750044474,352,630,2,162.33989124319692,513876790053.0437,3.5206154878541788e+16,0.5911741147440076,44.75101920857728,0.0,3873.0845361552038,383432.0455234122,
IMF 10,Gaussian,5.097070283808974e-12,7.115161959018913e-24,352,630,2,4.785839091752067e-12,1.205061553990012e-35,1.6434616883562864e-46,-3.698991169481858e-17,1.492378427723501e-28,0.0,-5.732373422236773e-44,2.05579656238067e-55,
IMF 1,Lanczos4,6748.81878358415,38999818.74575471,653,900,2,4912.063936903258,614618451381.278,2.12180817639927e+16,-0.011628210123410485,143.85961247813225,-0.01630241463162091,1622.1446849137355,616220.804242916,
IMF 2,Lanczos4,6161.262797782733,97930641.69380572,653,900,2,1817.576206995843,3235893509697.8794,1.826788834302044e+17,-0.10209973715474524,231.21605336555007,-0.011599131818752249,-19847.056741160817,16365616.2323269,
IMF 3,Lanczos4,8148.675698304157,396239345.6723567,653,900,2,2324.7591551043,64179074069755.9,2.1500461116749697e+19,1.1896188144950743,785.7896076691709,0.033052395526093535,234124.56808917827,179845589.53598094,
IMF 4,Bicubic,9249.630759179918,691235813.7314148,653,900,2,2872.228984279809,137263842770426.52,4.234361323800498e+19,-1.3373168283918055,1319.9598956157326,-0.05154320996128815,-541506.720498748,470349979.44525516,
IMF 5,Bicubic,8427.932730238626,836865934.458428,653,900,2,2529.670130142832,238330831267220.03,1.0884171180625787e+20,-0.7865283841954313,1544.2103412203985,-0.23023740101183626,35950.76923581583,106548416.87653644,
IMF 6,Bicubic,8530.027238635193,1394979117.7305582,653,900,2,2439.180837172268,813140012313691.8,9.196092166707522e+20,0.785351951357708,2496.814705079926,0.3390995790695089,61640.665132417904,389023712.2649928,
IMF 7,Bicubic,9117.246277831413,4561957957.116071,653,900,2,2363.3962390357638,3.6020322241344536e+16,8.094488119142637e+23,44.47971706694336,5925.386889445081,22.814849186215334,381396.1140763872,187217601.75184003,
IMF 8,Lanczos4,7165.782730468164,4993520751.776865,653,900,2,1768.6605738683652,8.652698507574688e+16,2.9957374295915434e+24,61.92399698946518,4749.507747635061,55.01783325577846,273714.32996892947,82599747.33695136,
IMF 9,Bilinear,1983.922700360907,250870339.41078815,653,900,2,499.93491472721337,116419794243177.42,7.977819804202895e+19,3.2433923362428243,423.045641293231,0.0,62263.29556186389,10520052.928072356,
IMF 10,Gaussian,1.0769459468785427e-11,3.169625575439852e-23,653,900,2,1.0115470645544554e-11,1.1274265125496931e-34,3.2655516975273073e-45,4.386334941871097e-17,2.5127851331168385e-28,0.0,7.349452365095865e-45,4.3058201231197036e-55,
IMF 1,Lanczos4,10002.035617787064,105698957.19813058,400,600,2,7429.6474019731095,4257568060108.466,2.858077794900949e+17,-0.7794737299339007,856.6410611110582,-0.01986719819584461,-438432.9787073544,582189565.2049866,
IMF 2,Lanczos4,7032.341259778214,91537718.22813413,400,600,2,2791.0949774576943,3482572574784.9985,3.5276519289941446e+17,0.17437743540680495,587.4343501021591,-0.014884889305453375,79734.13556163266,52283045.5519679,
IMF 3,Lanczos4,8111.858566065013,439813786.4277805,400,600,2,2339.435118872765,71428944875907.45,1.6589983367818492e+19,-1.224276132185961,2105.2346305505885,-0.038171164413902864,-1193753.8494523412,1771888244.6769774,
IMF 4,Bicubic,5799.284887679084,267103074.6649588,400,600,2,1616.289547715592,32531671285115.25,6.950393949533821e+18,0.8191558572859843,1252.390566487398,0.15554167563868865,139685.45286995007,189739419.4649056,
IMF 5,Bicubic,5968.533931007596,440684339.1155623,400,600,2,1687.9375514967487,87169109265330.02,2.9402749046298214e+19,-0.27873365231156705,1984.5378758891995,-0.26573788114105595,631328.2828520256,779348944.2375475,
IMF 6,Bicubic,5929.590299560202,1044446954.1063617,400,600,2,1458.9757819161289,1008376501000797.6,2.866285845440128e+21,20.496792319623328,4078.2439847187306,7.679851380372256,343150.2159752211,128138571.88421312,
IMF 7,Bicubic,5246.391488264059,3226061012.6462545,400,600,2,1188.1280255144002,4.188986212950678e+16,8.704477390763988e+23,89.05217963944312,5626.316119357624,95.78985561474224,12540.537095871741,82805820.41636406,
IMF 8,Bicubic,2791.434605614809,793057396.8137492,400,600,2,550.7053430557683,1058917530010978.8,3.781943756271012e+21,22.40996159600554,2834.666554478778,0.0,340940.6050898182,55293238.38813117,
IMF 9,Gaussian,7.921910004370631e-12,1.727265357290455e-23,400,600,2,7.434478082727826e-12,4.641479037979263e-35,9.814652057767039e-46,1.3533618670180656e-17,3.334552822172157e-28,0.0,-3.584226056244432e-44,7.87326623120718e-55,
IMF 1,Lanczos4,8577.306927212769,77014971.54206741,609,913,2,6080.848003696749,2176983699504.7742,1.3246374787596366e+17,-0.006923257752482613,270.8283002407333,0.012811273474420959,-2425.7613945849685,1471522.9799167302,
IMF 2,Lanczos4,8252.03142935348,196050260.8942252,609,913,2,2832.328790281603,15998028783023.824,2.55208187836014e+18,0.3447237092126802,474.9498839762666,0.016223255301267867,46579.65919651194,23681603.12213501,
IMF 3,Lanczos4,6573.533302883279,183657524.5537929,609,913,2,1756.7270736255261,14335986795121.252,2.301075562817588e+18,-0.3684750005982456,407.88927691502397,-0.0561831347483821,-10500.75198460093,6483708.452323869,
IMF 4,Bicubic,5489.2526871527,225715373.40322748,609,913,2,1304.6949612461005,24391694091275.125,4.966475602188872e+18,-0.2543170101985228,460.07821141504166,-0.03242306713156606,-6287.019138149703,4779732.744134764,
IMF 5,Bicubic,5910.245082549704,455162397.3313863,609,913,2,1473.1682319006738,112676502753243.06,6.092980821010963e+19,0.6924677300751569,880.9564773913248,0.007430209738121363,36337.858412332986,21079753.24959064,
IMF 6,Bicubic,8007.714151184541,1375315978.5786169,609,913,2,2135.4832436401443,959422360903026.4,1.4397536022962003e+21,5.10661382043736,2562.763240276389,0.7417890581609861,69231.06441451225,196793684.99385327,
IMF 7,Bilinear,8459.000137245393,5071783659.328053,609,913,2,2067.972390766729,5.875257718120603e+16,1.65501851623315e+24,55.557062296153475,6163.73852526797,47.549420286700865,-81457.21121228728,285577176.61975217,
IMF 8,Bicubic,5355.947200405421,3859259124.5429173,609,913,2,1151.331528625197,4.970907975590432e+16,1.372179564468961e+24,53.073103939642095,4175.7392039778215,0.0,110425.99848081404,62383051.64238579,
IMF 9,Bicubic,1296.7590005585644,246606454.27969036,609,913,2,226.44755676986983,121402351192308.8,8.490589190294366e+19,3.5497027706850086,433.94717656459824,0.0,57735.00518204387,8717396.235349294,
IMF 10,Gaussian,1.133133868244093e-11,3.516157368723489e-23,609,913,2,1.0640211194621543e-11,1.3092775829351363e-34,3.9867323538072704e-45,2.844160657454849e-17,2.9416431556476486e-28,0.0,4.029695248152992e-44,4.8570454942767605e-55,
IMF 1,Lanczos4,7797.534105454506,130475641.41498227,252,450,2,4275.45269159055,8525658548463.725,1.2021637361167585e+18,2.1627918541870272,1682.0699463928922,0.007470996319426049,458660.55786115007,320783649.46373683,
IMF 2,Lanczos4,8844.217307157602,216877588.84626853,252,450,2,3635.615109494259,13449748918612.79,1.4072911991478712e+18,-1.8931522135547263,2598.689066605437,-0.042352094983867265,-369781.14125866,621747626.7305822,
IMF 3,Bicubic,7261.144521150941,210144498.0479985,252,450,2,2727.281776923157,16792576672653.984,2.5696007655571123e+18,-3.669306988441261,2304.6024808016377,-0.19763749902728125,-613982.4512192911,495608060.9206711,
IMF 4,Bicubic,5523.564302242846,192245053.83217752,252,450,2,1871.0370829509304,18586552752149.68,3.143124746225308e+18,-2.286393027271415,1959.100594166371,-0.14671584483026234,-156907.09506487253,162199745.87038943,
IMF 5,Lanczos4,5520.196881221452,391754658.90349054,252,450,2,1699.8378961494982,105351010701109.88,6.122541611994388e+19,12.531990072066671,3566.293426870109,2.1157278595333704,148000.67676890772,149695831.2678546,
IMF 6,Bilinear,4354.940762875077,1146990174.7491398,252,450,2,1061.1589562402087,4909623992722685.0,3.716653208685241e+22,70.9067749351433,5254.025421712195,65.72542032972098,65471.742430500286,71112343.65198399,
IMF 7,Bicubic,2230.8688764704884,400505558.1979047,252,450,2,415.983341774212,386212248428873.2,8.615833768009331e+20,27.04867951094507,2844.050895637544,0.0,278028.9585535574,41623962.45486227,
IMF 8,Gaussian,431.2579599966613,3787451.184880102,252,450,2,112.06797709794779,82020826266.72664,2043055736219889.2,0.2378398428159702,34.982538143389604,0.0,6400.40267259476,1315740.0183017957,
IMF 9,Gaussian,4.219358802919049e-12,4.882068392997361e-24,252,450,2,3.962040613924061e-12,6.828577312735893e-36,7.661143991412352e-47,-8.204293603491016e-18,2.0004452793443276e-28,0.0,1.503386517307855e-43,2.815843414787089e-55,
IMF 1,Lanczos4,3482.1486589226947,13022376.114552114,208,242,2,2423.611175914149,201450087230.22934,7683609994007605.0,-0.15231774810652626,499.5742126338175,0.05267762076394146,-3769.4413364078746,2816446.1051790616,
IMF 2,Lanczos4,3923.378052881644,39389998.29306836,208,242,2,1445.6701431271524,919441105659.4794,3.574670082919058e+16,-1.2171464639451155,1086.8627542409824,-0.032143523410982915,-242756.5881090008,175445967.50640795,
IMF 3,Lanczos4,4356.159264922426,74930380.12435679,208,242,2,1494.7358815806037,2873204232321.5083,1.6890170729130307e+17,0.8227623042398586,1864.91634862044,0.07253692381357535,518683.2130817971,969855711.2947928,
IMF 4,Bicubic,4017.605896895708,106278142.48795308,208,242,2,1260.3690764727255,7492769883838.071,9.333059055437472e+17,0.2949360243820878,2431.955678641161,-0.10596067286984406,224691.93602186147,241022740.107846,
IMF 5,Bicubic,4175.958944011725,244894932.96280068,208,242,2,1185.90881665071,63086299066783.18,3.097215962985462e+19,16.77489717549382,4930.2518645019345,5.157355972338955,195718.08104036032,138924826.5052858,
IMF 6,Lanczos4,3254.5281850168285,437428959.6511794,208,242,2,817.0171171987927,742946575124841.8,2.294586886146159e+21,65.09210983060608,4663.623431344665,66.80919433038373,-19799.800449384467,65283338.95674323,
IMF 7,Bicubic,1703.6710715920583,118405561.05030271,208,242,2,417.12930559837685,35112370389669.42,2.168035736981237e+19,19.476167178866415,2030.645062896608,0.0,199743.23828225525,28326820.00114063,
IMF 8,Gaussian,153.92143596475046,2849016.433687748,208,242,2,13.791258122764585,68527440357.81315,1661477046615850.2,0.4847399819980367,56.835677224097644,0.0,6660.298487857325,786464.1924818861,
IMF 9,Gaussian,2.6412065021612915e-12,1.9103143851494794e-24,208,242,2,2.4737907048023745e-12,1.698970806625779e-36,1.1897209583728393e-47,2.5055891528412622e-18,1.7653937254053386e-28,0.0,8.886989087990738e-44,2.7253981279608304e-55,
IMF 1,Lanczos4,6604.748836403219,141767089.72301283,480,640,2,3515.643311179485,10774156542653.29,1.1481338415873742e+18,0.7813869337107384,602.8718462924517,5.309709652165373e-06,92454.83089684881,142871996.60230473,
IMF 2,Lanczos4,7762.853127551783,326981170.7958904,480,640,2,2636.861278157298,40429224831558.94,7.136888990698501e+18,-1.5079044751248891,1258.2830583251186,-0.048439369179543564,-434550.7889312053,634182660.1280793,
IMF 3,Lanczos4,5557.322682710295,170075264.5298643,480,640,2,1591.2759949483097,12385713964231.092,1.31635172293504e+18,0.01824585187551787,654.1634038389889,-0.0370864541994419,-52828.36151036885,83034287.09758304,
IMF 4,Bicubic,6151.973251116819,335588212.05823225,480,640,2,1838.9533547852225,47936680611055.72,1.002543936124435e+19,1.8214537344547883,1212.2909877407965,0.025301536290434967,179137.30595098832,89617959.77594566,
IMF 5,Bicubic,6934.752147585806,606241846.8540756,480,640,2,2062.4522649897362,164178241781097.22,7.933076346468986e+19,3.8901969099940437,2114.855411629472,0.1880858967233712,524124.28587391507,342880198.0616998,
IMF 6,Lanczos4,7066.045821488028,1306070422.8831925,480,640,2,1938.9951009747172,1516738266700658.2,5.190527397709312e+21,19.26037833814584,4043.098459196484,7.091897376712724,55792.82031124037,231652477.03963798,
IMF 7,Bicubic,5548.531056890334,2809800558.953848,480,640,2,1337.378707563193,3.3238607910276736e+16,6.915458000084958e+23,69.87247508171095,4364.538905132517,79.61682120585803,111901.6566334405,91915236.9842782,
IMF 8,Bicubic,2517.2100139516197,824371804.5550232,480,640,2,483.265246053352,1727527658005047.2,9.711430268543717e+21,23.819791056828986,2136.7456490915665,0.0,174442.76385650673,24495013.48391033,
IMF 9,Bilinear,320.7928326094878,20127449.14464816,480,640,2,44.246472278063955,2412979145077.416,3.2311970664850765e+17,0.6319550840290182,65.45466007027828,0.0,6987.354845037846,782707.1133899589,
IMF 10,Gaussian,8.119109138837307e-12,1.8071037159059573e-23,480,640,2,7.623527307071644e-12,4.908696485124274e-35,1.0659295783210696e-45,-1.4438681731713623e-17,2.734078981892193e-28,0.0,-1.6795384064331749e-43,5.716813573754213e-55,
IMF 1,Bicubic,3214.1285229149457,14219953.394531665,480,640,2,1888.187949834079,165441865718.0144,3968089132777936.0,-0.2346925655152689,79.86215753884245,-0.01606912708254099,-635.4109690997519,191577.01962833398,
IMF 2,Bicubic,3092.284505071781,39511791.83499961,480,640,2,420.0020924172651,1499933170167.6323,1.3347548670558494e+17,-0.04236642356661264,159.74434862556376,0.0016818851812971276,-438.2071596567618,370988.92742806295,
IMF 3,Bicubic,2767.2162987913225,68165900.34149279,480,640,2,163.06641621055212,5318486796054.987,8.977493509429285e+17,-0.03645211221639165,246.81959046808902,-0.0013321795263240563,-612.8114106238661,704962.8076141765,
IMF 4,Bicubic,2598.007727721065,74552771.8629828,480,640,2,358.70906543644213,5482007629076.528,9.185719854563608e+17,-0.3365892932560149,264.54300978399743,-0.016955301425527085,-6551.76447793758,1894746.4434361972,
IMF 5,Bicubic,4068.3082479184022,262438779.33420727,480,640,2,973.8636757695742,41238150977614.52,9.35944534875958e+18,0.2065960811883251,908.1276023505408,-0.0031751703344504445,-36646.89058547706,100569829.34387226,
IMF 6,Bicubic,5741.378034198919,832087036.4764956,480,640,2,1460.9921933036483,432107118090140.94,4.593298465626696e+20,7.308308559276417,2762.5080863151593,1.3309496804574978,568017.9717370587,391159741.4813401,
IMF 7,Lanczos4,6581.014708719975,3273232002.890626,480,640,2,1515.7193030121186,2.238016734768984e+16,3.636542872671297e+23,59.288711340279434,7280.883074428728,31.998558512613627,137438.10921904654,151608826.30257586,
IMF 8,Lanczos4,4724.830397769732,2984052814.2524123,480,640,2,980.4555509345166,2.533640365553047e+16,4.52472562572735e+23,62.75995048491636,5847.571546576485,0.0,257293.35298276172,61794953.01687732,
IMF 9,Bicubic,1948.7694540640332,428610381.818366,480,640,2,386.5937202770849,298369422883730.6,3.679775452233659e+20,9.129076610737732,1324.2383593350828,0.0,179974.58826624523,29086387.24244311,
IMF 10,Bilinear,650.3313286399739,55066640.75511159,480,640,2,124.33110039331913,10807256826639.012,2.4201783917109053e+18,1.1586389587809949,179.28767162296768,0.0,28643.67290193911,4747552.5858964315,
IMF 11,Gaussian,9.009458307401986e-12,2.2281902481601985e-23,480,640,2,8.479506693675741e-12,6.756834454826942e-35,1.6330518084085154e-45,2.625214860311568e-18,3.367585916577805e-28,0.0,-4.253066382421928e-44,5.546613600400057e-55,
IMF 1,Bicubic,7468.858168375738,176408934.02468687,389,632,2,3739.077920703077,11360742227292.527,9.322175770643476e+17,-0.4296258533568729,944.2720629817613,-0.0013024744436138935,-1328218.5869579408,2694790445.456866,
IMF 2,Lanczos4,13183.858762095006,1243950986.4295616,389,632,2,3899.3284863757103,283823859421713.06,7.609259375195202e+19,1.3857712153914596,5764.915725023299,0.0021874777591068748,25541263.01595424,124559750897.95094,
IMF 3,Bicubic,5635.873973530668,193320135.7661135,389,632,2,1449.892080390632,15158396219143.936,1.6317362266416177e+18,0.5004869847297573,915.2876144166647,-0.004842128446732347,593302.266403964,910763218.7449119,
IMF 4,Bicubic,12375.284667805894,1331212580.2685618,389,632,2,3980.9372359307977,340142375746834.75,1.0536135885401734e+20,-0.6005906404837174,6037.354671433936,0.1342938288641203,-21881963.137475874,99186963012.87888,
IMF 5,Bicubic,5891.741279498477,417163518.3768148,389,632,2,1706.6876220987015,77212906034858.25,2.017941397174671e+19,1.4490468824476808,1835.9308091664466,0.43553710435631104,-88465.56588750142,154028181.68425283,
IMF 6,Bicubic,6641.608751354906,1279537156.1896179,389,632,2,1736.562997124418,1740895930969826.2,7.773358271420044e+21,26.302082137785934,4692.210607476495,14.138958522099545,71177.09683232356,175912528.59337854,
IMF 7,Bicubic,5124.633881731159,1816711272.3589394,389,632,2,1189.0191783029518,1.0654273131708844e+16,1.2999252335461724e+23,54.154119747210636,4563.7239829671635,34.63703873377509,217435.34839380687,74569105.71349756,
IMF 8,Bicubic,2079.2452267576564,266143966.873358,389,632,2,443.3670421657636,114991030398920.2,1.0855440977956908e+20,8.551653355695045,1027.0092609483966,0.0,132607.2040394176,21522928.265460607,
IMF 9,MitchelCubic,119.5000393834931,5048818.562673827,389,632,2,0.02809288051458234,222569559679.5945,9846167726702398.0,0.1804301252187168,20.56187251085952,0.0,2341.756385063832,267374.1701700111,
IMF 10,Gaussian,5.721788287876268e-12,8.92625139190363e-24,389,632,2,5.366793701467797e-12,1.696089238601299e-35,2.587035124430201e-46,2.346457500550061e-17,1.6947454216689118e-28,0.0,7.368370932497207e-45,2.4269719298872982e-55,
IMF 1,Lanczos4,10994.923386276036,328870812.9204054,480,640,2,5999.213890103885,35006397256378.32,5.713578155902527e+18,0.43227112823936137,1463.8728851303008,0.0179086028697742,321872.94806773023,660072262.4336375,
IMF 2,Lanczos4,12886.492315398827,755137089.512218,480,640,2,4542.949743458703,126724926021404.6,3.073146218138768e+19,-0.8589249809161712,2997.9561727047985,-0.006612232221738148,-2200503.198733389,4972843229.032201,
IMF 3,Lanczos4,10259.89118577509,532177347.75419647,480,640,2,3352.280419790612,68191626522832.2,1.2240227939432733e+19,-0.6973812399775134,2074.5224969651817,-0.020108230308189333,-781817.3671986532,2750286671.153649,
IMF 4,Lanczos4,7581.495836786917,329109647.83975863,480,640,2,2494.17849976366,34514087729815.51,5.616153647461451e+18,-0.3223202255595965,1258.3229552547998,-0.09344731444462867,112505.74275573576,229388906.08737203,
IMF 5,Bicubic,6852.357275893094,430598624.3467493,480,640,2,2112.664122969902,70018746021491.55,1.6853282813438448e+19,0.42079129876693006,1554.3588219980984,-0.10101191182266513,139921.7507654559,139313100.92529643,
IMF 6,Bicubic,7252.919086483597,882125325.6926649,480,640,2,2141.3453287969232,420969942609049.94,4.598833579932357e+20,9.50326145104182,2952.4294311933477,2.3663178889663152,289412.8523209828,136615279.23359826,
IMF 7,Bicubic,6990.9135380122425,3585450059.3977647,480,640,2,1728.2756632354126,3.828673703638383e+16,7.894691417957388e+23,71.98622611148667,6648.461542848727,61.98334702528085,163843.26854736774,119906478.21111214,
IMF 8,Bicubic,4945.061392542596,1938663660.1399891,480,640,2,1140.7199935091007,7734977397035942.0,8.043492480347114e+22,40.545306351552995,4746.433902116545,0.0,492269.5823207162,98064054.0252121,
IMF 9,Bilinear,1262.5408402229884,139272600.59770876,480,640,2,267.56482928526475,42445166499002.54,1.6436996807514407e+19,2.9129315636988515,450.06499237102594,0.0,76449.77409094825,14284845.305884555,
IMF 10,Gaussian,8.802582880400726e-12,2.1241609529130398e-23,480,640,2,8.280163126696881e-12,6.23454813107716e-35,1.4708959785707916e-45,-2.5273475442085428e-17,3.21376558176746e-28,0.0,-1.0402780207415506e-43,6.955208820298657e-55,
IMF 1,Bicubic,3897.2387246339913,15507543.296637135,186,272,2,2842.969310361292,275922914493.6022,9736553407008788.0,-0.21822963595074826,606.6888751425627,-0.07419909498812799,-1238.0414163081755,4067498.872884832,
IMF 2,Lanczos4,4816.5115352551975,118402452.44336854,186,272,2,1730.3567098986136,26516536915191.49,9.81600314455599e+18,-9.22990629159586,2713.69473696045,-0.5477626672689657,-483764.00290920975,195664952.21412128,
IMF 3,Lanczos4,6449.748599870355,183136007.2603296,186,272,2,2337.5195831993688,13032807758918.275,1.4062107537738634e+18,-2.940884292387522,4433.461894191754,-0.011574133759003513,-474751.8469136887,657297794.5039313,
IMF 4,Bicubic,6827.4511005466675,309328030.22068787,186,272,2,2352.546136540721,37950323377487.36,7.405611135166118e+18,10.709106701833406,6920.8565965646985,1.2995326344103173,1376415.5664071885,1171254036.5869114,
IMF 5,Bicubic,5698.851487259547,497604954.32410634,186,272,2,1807.8266592119721,377924313724643.8,7.372665860004809e+20,48.30381898058686,8144.323745000018,22.97229652629496,859903.7876730597,440532277.7224578,
IMF 6,Bicubic,3932.3505943823197,483055260.5785579,186,272,2,1068.0444948698264,694459525309053.9,1.9944922601670865e+21,62.488897102520205,5948.842707595351,38.678189255276884,512872.56307786686,130477301.67223379,
IMF 7,Gaussian,993.9317765924498,22768638.176019102,186,272,2,280.79367773781,1420872880057.5918,1.1356595884354502e+17,3.1637431339183952,459.56177920349114,0.0,79499.57869351203,15792921.801514393,
IMF 8,Gaussian,3.057146191251747e-12,2.5570435084471334e-24,186,272,2,2.870949432139529e-12,2.7071409758529873e-36,2.2067599552313272e-47,1.648919949208062e-17,2.3527776303538384e-28,0.0,-1.1209491624502117e-43,4.9937243429699086e-55,
IMF 1,Bicubic,18708.671270924293,2240712948.2987704,480,640,2,7133.679316095004,996119411831938.4,8.338466548189769e+20,-6.613647760675131,8389.616854125448,-0.07233827077284072,-8894394.187213304,14605486349.87149,
IMF 2,Lanczos4,22244.847337142142,3173055168.534893,480,640,2,8044.178132401978,1481346464992356.8,1.1258542894143497e+21,5.076990035736717,11913.965062761841,0.004497248351655596,13353766.481085775,27247081227.604626,
IMF 3,Lanczos4,10831.46750417861,642846677.1162009,480,640,2,3790.460451527525,99331540271555.8,2.162222781094021e+19,0.9629267414071034,2473.575914702265,0.01186164133972703,597753.1694973548,1092631744.1255293,
IMF 4,Lanczos4,10258.169897020558,758111754.4244354,480,640,2,3450.702053040753,139997496689783.62,3.49414300999816e+19,-0.9833751459528952,2809.3904084153387,-0.02509624268058652,-135590.9670858228,1107407156.049348,
IMF 5,Bicubic,7733.22302544196,628537391.4536754,480,640,2,2372.070519440251,145202183638912.8,5.85761608633591e+19,4.006124326523548,2224.6414946216514,0.5041164027492597,343112.63414302154,234305015.66736993,
IMF 6,Bilinear,7476.468616995387,1425326674.6861048,480,640,2,1982.5097353363049,1384960496816578.2,3.8854507992620734e+21,17.887495637333735,4501.731046917539,4.531298847188535,507957.148411255,199295827.9551412,
IMF 7,Lanczos4,7626.314429747284,4898499980.272113,480,640,2,1867.89979612879,6.729533977925875e+16,1.7197147508960131e+24,87.62906487652663,8456.11004893542,70.74388345977997,293532.5259548484,163649237.47560057,
IMF 8,Bicubic,5690.383970875741,2058602448.348779,480,640,2,1399.1608361590954,6819480092245740.0,6.3678473090719835e+22,38.19146727261421,5347.996847372063,0.0,674102.7123101723,136487825.19719228,
IMF 9,MitchelCubic,1189.3065754729482,65073884.61976799,480,640,2,314.25641212375683,11226150567802.79,2.416195291996492e+18,1.2557079227360848,214.85657896118664,0.0,40366.81641080246,8101840.246060782,
IMF 10,Gaussian,1.0391826797302886e-11,2.9576574420640055e-23,480,640,2,9.780760792594967e-12,1.010343998218144e-34,2.829102696014523e-45,7.19794594298643e-17,4.4780288733561815e-28,0.0,-5.416048083535596e-43,1.6528007914065293e-54,
IMF 1,Lanczos4,6359.197447390795,31687353.738777746,407,585,2,4820.3287174375155,471026583953.1989,1.823824168112956e+16,0.5587461227809273,302.62043854036637,0.17742297695847298,489.98854746809684,1048249.0262092444,
IMF 2,Lanczos4,5624.974111015144,96483844.25776626,407,585,2,1652.383745166415,6119648632587.449,8.669730631964274e+17,-0.14089854889398187,538.1022333519041,-0.028979367787378387,-365.7026045868856,4913094.188335335,
IMF 3,Lanczos4,4673.817191725776,96957861.95490868,407,585,2,1184.906688679656,5423249215799.794,6.444857740277126e+17,-0.13155113040507194,498.95339547642686,-0.039533475093466615,-3373.8553576559248,6651385.396748229,
IMF 4,Bicubic,4583.844422067475,152509388.22629857,407,585,2,1294.862616222495,19345667724394.33,5.81512415634658e+18,0.07903490073647396,728.7827575039439,-0.004004284468308583,13340.066843851975,9313375.694196768,
IMF 5,Bicubic,4973.378542798249,299552597.93829244,407,585,2,1479.5583142777473,105498831675267.95,9.397609279173044e+19,0.1856564122657516,1361.9726803904186,-0.2092532316431659,41654.45994127379,28966715.030876502,
IMF 6,Bicubic,5292.039258480695,656293174.7557343,407,585,2,1409.8999310624222,402705755685609.75,6.413622545492489e+20,13.787270428649304,2683.969236115304,3.0179645590989788,203806.28400472895,50278911.91243252,
IMF 7,Bilinear,4681.349976799026,2306494962.517123,407,585,2,1128.8166019532941,2.297942750504396e+16,3.790362965491246e+23,72.66460953222924,4499.1863013745215,68.11828854847664,99219.47663716524,46950172.616036,
IMF 8,Bicubic,2799.508135624524,546222474.1307113,407,585,2,644.8749839967428,580304742599164.5,1.488763393195686e+21,17.421003754262614,2023.5617789621049,0.0,255371.7084607329,43069860.05745597,
IMF 9,Gaussian,563.7377684269914,13313632.68678818,407,585,2,153.1687285378869,895843160567.5758,7.071865723371866e+16,0.3938399460861591,57.096965773967256,0.0,9423.887945042532,1669068.8232078804,
IMF 10,Gaussian,6.533524353909317e-12,1.1681946328106687e-23,407,585,2,6.1234118096612804e-12,2.5231326929192243e-35,4.419800141736832e-46,5.968564948949789e-20,2.283495529531686e-28,0.0,-5.851325058333858e-45,3.179572282383542e-55,
IMF 1,Lanczos4,7204.231764083148,22247874.02194069,480,640,2,6252.94194446179,175139788156.0278,3690118635273877.0,-0.10490874861197834,241.3588813047424,-0.0008531726946016394,-37562.36532889748,31861525.97067759,
IMF 2,Lanczos4,5003.155239336586,32650299.138467863,480,640,2,2664.832763650437,363187597037.65424,9009098230595280.0,0.09388538628247532,187.75766173010518,0.011637727007201476,617.229664154927,659723.4384325462,
IMF 3,Lanczos4,4692.444744783487,69801786.98485734,480,640,2,1210.65530785516,1986854085231.776,9.829423746342173e+16,-0.03858719123603452,298.8944246605198,-0.008522411447025192,49367.769050987685,50184382.12648226,
IMF 4,Lanczos4,4124.27774715855,106467187.56502174,480,640,2,972.7787431721413,6376371156396.968,6.431827564545876e+17,0.3778418043876561,401.8001213154174,0.0419293008461271,12183.316622303899,5389022.43417447,
IMF 5,Bicubic,4770.523047655038,250965597.48972172,480,640,2,1204.7525238673602,37001904240310.06,9.595402641826206e+18,1.7658425380571232,887.9087781188405,0.18385109971916394,50320.81152007402,24190256.400828063,
IMF 6,Bicubic,5691.019730663753,567513408.520409,480,640,2,1495.0255879806186,182416742693316.28,1.0749285345385398e+20,0.8984106965464665,1951.9959639990188,0.17069539162591876,-54880.396549955,65639003.54446597,
IMF 7,Bicubic,6656.043834653516,2168458857.5448327,480,640,2,1563.3935034248611,5496984624539331.0,4.209693993489935e+22,34.23462790238917,6030.990828796621,10.825500359356838,94440.42320810877,192233869.002871,
IMF 8,Bicubic,5723.982182835089,3358565814.1253834,480,640,2,1322.0398112994544,3.709015070429376e+16,7.836630808103338e+23,72.0657777318845,5846.008660871265,70.45177433302996,155746.05142552225,155391696.89550164,
IMF 9,Bicubic,2561.8373693930776,595007320.8196205,480,640,2,560.1739540422736,578589900512998.4,1.2591197308358594e+21,13.540782519651346,1774.8839650277685,0.0,238932.00720658532,41171011.98910663,
IMF 10,Gaussian,365.4669516948001,6869191.547735271,480,640,2,83.62245475619855,334937465050.6484,1.7766051256007182e+16,0.17689376689928502,22.76414362295469,0.0,3214.4826874709966,483326.52937847073,
