IMF Spot,Interpolation Method,Mean Frequency,Variance Frequency,Rows,Cols,Channels,Median Frequency,Skewness Frequency,Kurtosis Frequency,Mean Color,Variance Color,Median Color,Skewness Color,Kurtosis Color,File Name
IMF 12,Gaussian,409.54328057712524,33891891.3743873,960,1280,2,66.90796103530181,5818583185478.963,1.0283878394910616e+18,0.14457395147433072,27.696885704141334,0.0,5468.832523906425,1108955.3577853867,00853.jpg
IMF 13,Gaussian,2.052613035506353e-11,1.1547273583128037e-22,960,1280,2,1.926240422357071e-11,7.891650066667681e-34,4.3394844691555113e-44,1.513654653007013e-17,4.368444674867994e-28,0.0,-2.460295538718977e-42,7.832726987615123e-54,00853.jpg
IMF 1,Bicubic,46005.00955029112,24689254686.98165,326,434,2,15405.663762107,4.036293946689823e+16,9.903837911766059e+22,47.93194480363774,187163.63798503086,0.5678981311063043,-412692191.7681907,3903782644727.866,00854.jpg
IMF 2,Bicubic,58411.896401579645,36523011760.47612,326,434,2,19943.557888932693,6.7578906247698936e+16,1.720489521417147e+23,-30.299238234276114,281339.7478682338,0.0,-27109882.68683217,5015312182397.306,00854.jpg
IMF 3,Bicubic,30345.356459986277,10096532859.735283,326,434,2,10184.062980075065,9706229300315836.0,1.2573707794173028e+22,3.481011312779346,77857.98461007573,0.0,-15969277.427457724,231362676883.31052,00854.jpg
IMF 4,Bicubic,23650.467395679716,5863152892.452604,326,434,2,8232.015315658267,4861210510493652.0,7.946096472729878e+21,32.535842349152524,44335.22674645622,0.0,37913747.60856065,115242844340.3634,00854.jpg
IMF 5,Bicubic,22826.167904604285,7236741847.451144,326,434,2,7475.278352012923,1.0276639599139244e+16,4.191078047753201e+22,58.704808638092544,51385.216058950005,2.20616552687075,85252869.31867264,277138248262.2923,00854.jpg
IMF 6,Bicubic,8597.599020249376,2248159391.122812,326,434,2,2465.201640824106,6075086220404829.0,4.432824010974631e+22,62.48306857348731,12508.167886260804,0.0,298193.26015586755,1076205396.912306,00854.jpg
IMF 7,Bicubic,3675.621599678523,593663407.5941496,326,434,2,927.3371320222215,446941793026645.06,7.219036068013345e+20,20.303648328576607,3879.226636100852,0.0,532450.1216418919,152122272.75033292,00854.jpg
IMF 8,Gaussian,1083.6743354433613,56307835.61973233,326,434,2,265.50943750383055,8057985264635.716,1.3947771474111816e+18,2.086105995817026,401.9286294244871,0.0,81436.30430319087,17750446.210272912,00854.jpg
IMF 9,Gaussian,8.774513941518653e-12,2.089750966856359e-23,326,434,2,8.263602968195413e-12,5.795780653734524e-35,1.3879943121201518e-45,-4.4445331001928744e-18,6.918775393939358e-28,0.0,9.215150461479224e-42,4.133882490524215e-53,00854.jpg
IMF 1,Lanczos4,7590.805322490371,328149191.240283,332,500,2,2987.2096595155544,55908457811400.38,1.808698442625224e+19,3.708801206453168,2310.1575447208384,0.01901201492806817,818366.9258454387,486135914.73565626,00856.jpg
IMF 2,Lanczos4,13154.126763138249,1491985625.9531837,332,500,2,4514.471498286404,946672576304075.6,1.4772760435631925e+21,-15.286088468102598,9796.556444248312,-0.2693262995790458,-7121839.045485305,7013137404.526167,00856.jpg
IMF 3,Lanczos4,8913.945918411844,565244277.5112216,332,500,2,3102.127473081292,98633717752002.33,2.3941165638298608e+19,0.2579717004654304,3883.6847117318353,-0.044336294200026494,818156.2933237544,1220403364.3983908,00856.jpg
IMF 4,Bicubic,10858.02767261172,1123769191.2777042,332,500,2,3747.8819800203955,625444512728307.6,8.9759445386932e+20,13.571165425489227,7295.738867891028,0.4619420948113315,3655532.184583282,2747206885.3198266,00856.jpg
IMF 5,Bicubic,7597.505564519638,632219145.5915943,332,500,2,2551.0080301848816,223283692824005.9,1.809532035502137e+20,8.912495489795933,4076.839932544976,0.41862938933746296,1143476.6662322157,693520434.4620136,00856.jpg
IMF 6,Lanczos4,5229.186370297714,1660377605.8813233,332,500,2,1292.5520025605204,6248270253687022.0,5.425939879258953e+22,58.547259353072214,6739.218398006932,11.191220042143819,346550.1345493657,101225942.29863906,00856.jpg
IMF 7,Lanczos4,3842.61185709377,2312307760.0563574,332,500,2,770.3950347707392,1.914033262051118e+16,2.6703141786833764e+23,87.371681260154,6384.70392787426,119.16796970018213,-35964.098774159895,56120053.50118549,00856.jpg
IMF 8,Bicubic,1371.3381850449662,208320114.92707598,332,500,2,242.63617602214788,77213695816998.31,4.404729077575832e+19,8.334226080865369,1196.8098524091588,0.0,167664.46637620372,25531248.82591733,00856.jpg
IMF 9,Gaussian,8.122782864008219e-12,1.8054847769237614e-23,332,500,2,7.634131488937006e-12,4.703421751181802e-35,1.0381542786268326e-45,7.317306064951153e-17,5.062262675409251e-28,0.0,5.543761429115533e-43,1.6272234990214617e-54,00856.jpg
IMF 1,Lanczos4,9443.574339390882,386782462.9172781,480,640,2,4852.153590484868,56086974241647.45,1.0805540408699048e+19,0.28182369263566925,1549.2811197450715,-0.005456385240799222,493421.49834569026,753602773.371047,00857.jpg
IMF 2,Lanczos4,13047.71207669978,1184296626.8708162,480,640,2,4432.792572106087,308513507794355.0,1.0515229037558138e+20,-0.41775863568718835,4409.1334767694225,0.01037060473223608,-2581681.450362784,5640857955.150831,00857.jpg
IMF 3,Lanczos4,13195.907603877578,1524855735.7987487,480,640,2,4366.340650556682,477639707802832.9,1.9250049031732442e+20,-1.7963433537257985,5527.332113084249,0.003464508172317894,-1277570.3449171118,7778232697.747907,00857.jpg
IMF 4,Bicubic,8985.755768222542,723891280.9699733,480,640,2,2814.9711334799945,146041658561839.7,3.8500803434915815e+19,0.6670649119012505,2618.809867164112,-0.0017405432217918876,1111992.0064155408,1895833870.6301277,00857.jpg
IMF 5,Bicubic,7663.180836278781,666604126.0607144,480,640,2,2340.3961476603017,153597000918599.84,4.912139100896739e+19,1.8879410624389839,2357.530947393144,0.14329512408075776,201427.87699309216,732096019.5312413,00857.jpg
IMF 6,Bicubic,8308.502161249311,1534848498.7002916,480,640,2,2387.5719051516185,1686194421237619.0,5.525428090133107e+21,19.496858222751012,4840.835106889134,3.153205109330496,850570.8798711197,645784823.9839046,00857.jpg
IMF 7,Lanczos4,7098.104372406108,3323680821.562722,480,640,2,1772.257039340233,2.905068745044358e+16,5.4119856739197074e+23,65.57977826545412,6682.573630714718,48.2095245859919,223758.23231449042,190931172.7252913,00857.jpg
IMF 8,Lanczos4,4374.794852406018,1593441515.2067413,480,640,2,1032.457830497191,6021186870240317.0,5.719754875870017e+22,37.156629081463734,3868.669893191129,0.0,376546.0671164111,73751450.74395768,00857.jpg
IMF 9,Bicubic,785.818619759807,36053852.608799145,480,640,2,187.29619257917363,5153650836061.6,8.836305379049745e+17,0.8975093569348972,118.5674050530436,0.0,17869.279182910926,3109590.512525255,00857.jpg
IMF 10,Gaussian,8.889260629570926e-12,2.1630736294739017e-23,480,640,2,8.352655689957196e-12,6.402777935859541e-35,1.5354298417718914e-45,-2.4907737909233654e-17,3.2763509195868954e-28,0.0,-4.3859910463373687e-44,1.1325170704498377e-54,00857.jpg
IMF 1,Bicubic,15311.377574994303,1530996741.708111,373,592,2,6344.070949753912,451438508342713.25,1.788785816264925e+20,4.401153477521659,7975.680138590405,0.05816517098748064,7787598.7321496755,36135751212.29828,00859.jpg
IMF 2,Lanczos4,17314.440842791155,2119335719.3423812,373,592,2,6162.245425271697,693566264198555.6,2.9106637889029987e+20,-3.572753916072063,10942.626257297808,-0.004610754327882466,-20009289.460263427,88063424731.4723,00859.jpg
IMF 3,Lanczos4,10564.04092518396,687558578.0673754,373,592,2,3680.0170730214677,115247031563677.47,2.6203941112858526e+19,1.6589730452440665,3616.3584649833065,0.0486221637372022,2472363.0021277172,5903520344.063853,00859.jpg
IMF 4,Bicubic,8811.578740753175,597259110.7445916,373,592,2,2911.894721214687,104886957658945.34,2.5134656182865883e+19,0.6569415606670804,3055.972993800491,0.07839033474684783,472563.0370973516,1139667178.9641552,00859.jpg
IMF 5,Bicubic,7799.013462932837,612067495.5148951,373,592,2,2504.3577395217603,127097752478850.06,3.5858810781057384e+19,2.103805506832906,3042.87178203357,0.11758990506490011,564506.9006024953,552184626.7056484,00859.jpg
IMF 6,Bicubic,7368.643799163543,1278238665.7435353,373,592,2,2113.6429126985277,1854004324696323.0,8.811105986380452e+21,29.663845221381358,5154.653313991937,9.268207456267177,298481.20330151013,191807777.21909782,00859.jpg
IMF 7,Lanczos4,5693.012618079576,1944312622.5485759,373,592,2,1435.5803993063223,1.139447651035045e+16,1.3812476461353512e+23,59.670033648240064,5391.388283688733,35.11618500563218,284319.5458558491,82335315.37414436,00859.jpg
IMF 8,Bicubic,3093.9888222690333,488070857.60989565,373,592,2,759.3862209761837,383856233399227.5,7.659163234539708e+20,15.621949500950436,2009.6121481509485,0.0,263635.39582853054,43348726.117571145,00859.jpg
IMF 9,Bicubic,979.2921918744538,31642053.94939475,373,592,2,275.1988632656054,3032673518079.904,3.591580976475135e+17,0.8038412458655919,146.99290139576914,0.0,30969.28816561431,7504508.167877116,00859.jpg
IMF 10,Gaussian,6.762858914245719e-12,1.2560805747122683e-23,373,592,2,6.339218633179126e-12,2.8798472130071117e-35,5.196928066291294e-46,4.1640905152923744e-17,2.6400570408803715e-28,0.0,-7.478216203208828e-43,8.272536895522318e-55,00859.jpg
IMF 1,Bicubic,7404.8430769921,232148680.53917298,533,800,2,3744.0177235070505,27437404820113.484,4.5562013560061686e+18,0.5658353097292165,672.7107439436586,0.008258072317394635,180876.64416716743,256407039.1951787,00860.jpg
IMF 2,Bicubic,9925.645888315448,673955384.1446218,533,800,2,3268.9174130050287,135450533132673.22,3.713521758033034e+19,-0.7647273725754286,1811.032993276531,-0.00513265086338454,-1450113.1250865136,2482008452.631532,00860.jpg
IMF 3,Bicubic,6802.27578874363,322177809.2913246,533,800,2,2006.5208267364824,41361453547743.1,7.725179513869321e+18,-0.23219011415327634,864.0379385891929,-0.014776529873431754,-91173.39280363888,195930295.23285344,00860.jpg
IMF 4,Bicubic,6949.749456363403,443508489.1108338,533,800,2,2122.5405994252783,73351941313103.06,1.6279226732285477e+19,-0.4466108989333568,1153.1952540357631,-0.0009478961292985158,-254603.63540106438,252817757.71552002,00860.jpg
IMF 5,Bicubic,9137.377741377055,1147897301.9569068,533,800,2,2781.537686806554,398096970657015.4,1.8368829008136402e+20,1.7509086936518923,2884.807146948933,0.018039807651684753,1299242.590637198,1749041516.109135,00860.jpg
IMF 6,Bicubic,9332.712052431662,2552117138.4438577,533,800,2,2580.4487406943745,5178106564825975.0,3.969408159862856e+22,26.394968112417047,5492.838145908891,6.305608583459286,302198.67877942254,621391085.0611526,00860.jpg
IMF 7,Bicubic,7887.684299695989,5293411234.9898405,533,800,2,1923.204770434686,8.324797467610738e+16,2.5603643299976193e+24,75.73470133901566,6824.355385044863,68.45857251871143,280374.12493085605,172330809.80642045,00860.jpg
IMF 8,Bicubic,4371.634128397406,1641761889.3369594,533,800,2,986.9538228479872,4479894538085022.0,3.6000557471663403e+22,25.742066822726677,3232.4517046284395,0.0,374734.33832720056,72902781.50360018,00860.jpg
IMF 9,Gaussian,570.0061291090196,64788952.947364025,533,800,2,74.59190789819195,14605134571093.006,3.769161931252075e+18,1.0404092713485775,151.6235990513421,0.0,23519.163662198014,3983250.059157271,00860.jpg
IMF 10,Gaussian,1.0100474551271046e-11,2.765097445764768e-23,533,800,2,9.507295804405924e-12,8.85783347755564e-35,2.446242397312903e-45,2.394998937549728e-17,3.0410486874913847e-28,0.0,5.26087123068483e-44,6.64589111355999e-55,00860.jpg
IMF 1,Lanczos4,4746.965304812812,13769961.84069959,480,640,2,3807.24226777744,111185992451.45694,2362695706900084.5,0.03515967685382087,118.17467996182471,-0.004756988193458489,-166.59795850796274,227521.25104032288,00861.jpg
IMF 2,Lanczos4,4148.924679202413,36703531.16998993,480,640,2,1427.1372001697391,738736484458.8994,3.100693151495196e+16,0.12621524291804068,175.49548626090825,0.010376933289699318,1495.3231940689202,666602.9774627195,00861.jpg
IMF 3,Lanczos4,3756.0100324718755,65540465.85512843,480,640,2,811.0162008861188,2871800390533.167,2.5233662618401616e+17,0.2396141424476982,259.21366976051837,0.03220890736102761,819.4706450739285,1042798.5959568991,00861.jpg
IMF 4,Bicubic,3552.149313473695,101044714.20029803,480,640,2,868.7661580767658,9553079421044.635,2.1145791174515172e+18,-0.15786638775558098,369.97012685436476,-0.02087517978775398,-3425.2562402447243,1784915.065105536,00861.jpg
IMF 5,Bicubic,3925.785884215689,187005889.77313802,480,640,2,1045.451245487971,26064447890062.793,6.930358750223414e+18,-0.9319825276685888,658.0431422329813,-0.1250480506734712,-14660.232511219394,7177960.082256695,00861.jpg
IMF 6,Lanczos4,5297.500040196478,864839945.2724828,480,640,2,1282.4012677644223,558414226292289.8,7.701018589229078e+20,10.753841982725511,2790.941640254985,1.844902197346586,253296.79788465012,63926932.24426043,00861.jpg
IMF 7,Bicubic,5721.402780413524,3809038273.9824424,480,640,2,1229.5663847802684,4.651919175619968e+16,1.0582491997275578e+24,77.66575224074177,6473.801514029997,73.32115369348253,146164.6239762641,102740749.36239263,00861.jpg
IMF 8,Lanczos4,3848.4225645534243,2398958948.850487,480,640,2,718.0944423211829,1.4272774174878812e+16,1.899049918372032e+23,50.224511790321785,5334.820372083504,0.0,354395.8198936335,68259031.98214483,00861.jpg
IMF 9,Bilinear,577.2201809881232,66355667.5249595,480,640,2,79.43973038533349,14784374211729.963,3.76464558146656e+18,1.6081164696238914,214.50006383646402,0.0,29561.01474260256,4287241.700624297,00861.jpg
IMF 10,Gaussian,9.244751499656225e-12,2.3436741155856844e-23,480,640,2,8.680131053778179e-12,7.251194033883965e-35,1.796556162930074e-45,4.913604245704306e-17,3.544968416592694e-28,0.0,4.4005617978918603e-44,5.711631567480374e-55,00861.jpg
IMF 1,Lanczos4,4614.309573959208,20659805.338202048,480,640,2,3291.4216420766743,333316044515.617,1.22494382252117e+16,0.2324152384850845,136.507370469855,0.01854945593085673,1169.6949925401311,397553.1891906208,00863.jpg
IMF 2,Lanczos4,4103.176847342496,55301538.44994194,480,640,2,1102.8797171214437,2881528834676.4585,3.492598636591379e+17,-0.009377951057790665,234.8228244580361,-0.004847276358735289,190.72204304087217,675709.5782336488,00863.jpg
IMF 3,Lanczos4,3623.3112388591144,62382252.72837021,480,640,2,673.3038436753905,2813770823792.876,2.8401688889562448e+17,-0.17149769866796782,245.77344355892515,-0.022157891138057093,365.75469588635434,1046660.1311679797,00863.jpg
IMF 4,Lanczos4,4466.390855135007,131153035.52446905,480,640,2,1295.6114111536076,12486740260858.64,2.4962219041391877e+18,0.8123187507005862,491.2075952632193,0.013579287356539007,41189.49846319171,11768834.038474709,00863.jpg
IMF 5,Bicubic,5677.102279534843,374390067.94038457,480,640,2,1678.0422327388633,116810991384533.7,8.465758723753268e+19,2.845778497482643,1315.5329191986186,0.2610966671924745,96457.67405993931,35710941.39807395,00863.jpg
IMF 6,Bicubic,6237.199286246989,726495511.5815066,480,640,2,1669.393021986824,289215318191815.06,2.1118436303855033e+20,4.887123010180772,2467.6465186503756,1.4971852216462667,33250.57936804335,61207291.60411739,00863.jpg
IMF 7,Bicubic,6057.908096793817,1849907061.1144702,480,640,2,1488.140833489107,8343520353811837.0,9.261782782478343e+22,41.94807798986718,4381.65208506432,24.245126007792535,192465.1429018882,76901637.82671395,00863.jpg
IMF 8,Bicubic,4108.794418007375,857637811.0250715,480,640,2,1015.446479663743,1539333350172396.5,8.203251584666568e+21,22.776387916995557,2327.980953566909,0.0,228000.66687286348,36688310.84722422,00863.jpg
IMF 9,Bicubic,1103.5809647202307,59385270.935046144,480,640,2,273.3007799403724,9980686881585.543,2.2802877152882747e+18,1.6990737251806176,194.38906605693128,0.0,24579.498532262813,3525736.441400682,00863.jpg
IMF 10,Gaussian,6.12697565540193e-12,1.0264892164032361e-23,480,640,2,5.745190985006565e-12,2.0678144165892244e-35,3.3980701269364774e-46,-1.1655173354219173e-18,1.5561433082229943e-28,0.0,3.0474040741695114e-44,2.3698385352635066e-55,00863.jpg
IMF 1,Bicubic,6250.36986661752,27522433.9192753,525,990,2,4811.850077264635,309463745001.6532,7347374944070577.0,0.1590453734276733,128.09314110367058,0.00899730292518476,26710.763525265866,22038607.233657584,00864.jpg
IMF 2,Lanczos4,6379.864498948393,77943445.90626332,525,990,2,2475.027540373876,1872183340480.9534,8.151402392007642e+16,-0.02220071309401607,228.2748643793346,-0.008183578055406192,-60983.64151856083,80144581.56697819,00864.jpg
IMF 3,Bicubic,6274.854901469555,148413659.394142,525,990,2,1844.602033876947,7529596392021.806,6.279429705201526e+17,-0.1789177374287573,361.2714293833749,-0.01836929750710301,-35227.6204097854,30809053.210026387,00864.jpg
IMF 4,Bicubic,6898.275229376981,351358240.07289904,525,990,2,1956.5867243194834,44103844724604.9,8.163608050031634e+18,-0.9737394991825553,766.6217038516762,-0.027718346040930066,-204277.20646347117,142309303.86692008,00864.jpg
IMF 5,Bicubic,7208.347799931437,578125209.2903322,525,990,2,1996.0812721836314,121890942190741.31,4.131207929491014e+19,0.1370534132548942,1212.2669062033945,-0.022745055573452536,232208.4835425553,211238439.9118398,00864.jpg
IMF 6,Bicubic,7593.447800699993,894609142.2529913,525,990,2,2194.0644380227777,374247575818077.94,3.563031992191137e+20,5.3138677272889785,1803.9313364819216,0.9746327275349147,224602.57059609095,92755097.80994147,00864.jpg
IMF 7,Bicubic,8343.806896913502,2339838966.3704376,525,990,2,2323.20494012302,9114126573325348.0,1.0680938703162322e+23,28.963691872140547,3796.906534671858,13.094851286592624,334666.6850481254,143808985.20717856,00864.jpg
IMF 8,Bicubic,6909.68493726333,2538428077.553525,525,990,2,1827.0817197424158,1.900034719040327e+16,3.45072166487378e+23,39.34945759181446,3427.41975141618,22.621588906946766,264724.9254773496,83058242.47334954,00864.jpg
IMF 9,Bicubic,3520.2560613813025,538539691.7527021,525,990,2,928.9158217831068,453552348772687.9,9.991639192053402e+20,8.219629060455537,992.4317231020575,0.0,143517.97624858085,25493567.83481321,00864.jpg
IMF 10,Gaussian,585.9070148387684,14711747.836414143,525,990,2,157.93458163032102,1128485495030.1313,1.0617752570649787e+17,0.2484515356618759,28.904187883395846,0.0,4040.542142727015,637707.6380227638,00864.jpg
IMF 11,Gaussian,8.555364737767385e-12,1.9957013658247156e-23,525,990,2,8.049074429671117e-12,5.626075749224218e-35,1.2973516547891351e-45,1.629010645578907e-17,1.7922297552609346e-28,0.0,-4.2697462291912833e-44,3.284471832413241e-55,00864.jpg
IMF 1,Bicubic,13573.80947905243,1771998646.4849868,274,400,2,5016.100901922553,626920154235822.5,2.6555824239909496e+20,-2.231769370137978,17843.987729735818,0.02180599684089307,-47209476.19629033,224242816600.49304,00865.jpg
IMF 2,Bicubic,18055.258178220403,3560777535.0079412,274,400,2,6067.468878886299,1852928768070471.5,1.1784777735414883e+21,4.339477678323069,35444.39779196597,-0.0036116933023314438,88941635.68495564,753501140991.4071,00865.jpg
IMF 3,Lanczos4,7042.759439289216,325524356.4199774,274,400,2,2149.866441971699,38692239301550.695,6.357795494754645e+18,-1.4008400461200863,3420.7093345709777,-0.08801154613069093,-481731.97546061204,1649974985.8025844,00865.jpg
IMF 4,Bicubic,9778.798160968965,817849908.4454694,274,400,2,3222.6172411782427,172207652876200.75,4.71276502675345e+19,1.64922510517725,8331.904161647704,0.14851000329119057,5073242.607573648,17879789465.39252,00865.jpg
IMF 5,Bicubic,7582.7164994316845,742320797.9420166,274,400,2,2306.0911496135664,218920283313206.6,1.059010443507955e+20,12.382569600109552,7144.284994302549,3.247498619304416,-3727616.196713008,7417202664.069021,00865.jpg
IMF 6,Bilinear,5675.3134082917695,1504535630.6398098,274,400,2,1567.9687989592735,7923611085238662.0,7.222506721864787e+22,86.06889786317528,6613.539099105044,100.58031519948166,342488.4257279767,343714645.27048415,00865.jpg
IMF 7,Bicubic,2874.6223883970056,587000501.8155162,274,400,2,647.3169941931976,811647769095426.5,2.6992991960791043e+21,37.56151167385701,4020.3733124114688,0.0,313432.6887135156,49645871.28467228,00865.jpg
IMF 8,Gaussian,371.38909231630845,9706468.857718747,274,400,2,81.43723487513253,562704908999.401,3.53093875361172e+16,0.6539110722582455,89.39355647390545,0.0,12676.501162554261,1866246.9361672376,00865.jpg
IMF 9,Gaussian,5.303777835978405e-12,7.647329161359168e-24,274,400,2,4.98406090537348e-12,1.3495247343896725e-35,1.9015506602228546e-46,1.0160566629744681e-16,3.2642570270075627e-28,0.0,1.7572437080916653e-42,3.5313177679435523e-54,00865.jpg
IMF 1,Bicubic,5579.6598777400295,48510130.1868507,480,640,2,3164.535700934302,1076609039877.4546,3.9236495173107224e+16,0.10446516817144219,259.24278018655747,0.01552293061807464,6692.498269341894,45775899.221484624,00866.jpg
IMF 2,Lanczos4,6789.878622595513,145234293.53321326,480,640,2,2317.657493960617,6845887280398.97,4.7922806130616224e+17,-0.013085398384667966,622.8407963595653,-0.003172077318344752,19164.990398102378,263814813.95586145,00866.jpg
IMF 3,Lanczos4,5923.7261478500295,160177361.02807128,480,640,2,1786.3398077555837,9279895562652.887,7.920485012511628e+17,0.4949003578933821,635.3927445432877,0.033155385629706866,-102952.46501838784,141129880.11064154,00866.jpg
IMF 4,Bicubic,5143.092527894026,181016846.9605639,480,640,2,1550.6302598330674,18869647775747.24,3.8513612255535734e+18,0.5041726719696684,675.0981787678912,0.06840911897373902,-7380.786132172787,19156867.33579772,00866.jpg
IMF 5,Bicubic,5286.043693566188,313252683.4302942,480,640,2,1587.532763876648,57319556385825.76,1.8946276497864393e+19,2.728780042625381,1103.2143758871243,0.46362406867486644,92394.54450334805,41741465.18851822,00866.jpg
IMF 6,Bicubic,5538.930318909764,1231962741.937364,480,640,2,1373.7263879339685,1705014566259133.8,7.074018750578377e+21,21.662307609086202,3640.908787822445,4.921726112996479,291446.99761474965,72310864.54505497,00866.jpg
IMF 7,Bicubic,5073.855523336834,4344119077.715102,480,640,2,1053.3018351081582,7.610254174717307e+16,2.1049054959905523e+24,92.2912208916512,5707.145284566724,101.34280275665154,-23809.96669405363,65670701.78427813,00866.jpg
IMF 8,Bicubic,2711.2870205299587,949552929.9465946,480,640,2,499.924667645634,1513983102002832.8,5.967099311925319e+21,20.532122149101426,2693.3538586686,0.0,344364.38129902387,58526453.25916834,00866.jpg
IMF 9,Gaussian,227.17280833415538,9225861.855183197,480,640,2,29.249105562708685,602100676845.9552,3.978088921538065e+16,0.21592054434429467,30.153473826439065,0.0,4256.330970833589,609094.2570308011,00866.jpg
IMF 10,Gaussian,8.717101935126406e-12,2.0704443214463188e-23,480,640,2,8.186967849380533e-12,5.940744718747425e-35,1.3863886211734566e-45,-3.335295003144741e-17,3.1475249878465573e-28,0.0,-7.010076421126168e-45,4.928381998011709e-55,00866.jpg
IMF 1,Lanczos4,139298.86455893595,404803482920.64526,387,580,2,41174.740716032604,4.616194660268948e+18,8.64988255660284e+25,151.20937728576436,1867038.8543467268,-0.09171415991321792,11162875200.109768,110723281231398.55,00867.jpg
IMF 2,Lanczos4,176570.30650344526,648685133341.0695,387,580,2,51679.4532423373,9.341898629721047e+18,2.235081678290935e+26,-224.44859013887503,2978501.9468410118,-0.17387489593297376,-21676988651.43969,249099175124940.62,00867.jpg
IMF 3,Lanczos4,80271.9997563012,115387306327.29268,387,580,2,24519.80495336643,5.240286101449204e+17,3.2630804254521706e+24,11.09531136098676,542650.217919355,-0.30272869955437,369608567.88746214,7545862905198.906,00867.jpg
IMF 4,Bicubic,83414.82186160341,113711671105.87593,387,580,2,26360.300191289585,4.45897257344474e+17,2.2090534578844903e+24,-15.853391106770133,537348.7039032688,-0.3647575999900018,-1788501207.903149,28257116671212.984,00867.jpg
IMF 5,Bicubic,53932.42061611793,52197765387.05078,387,580,2,16610.017499768455,1.8657700703744435e+17,1.3420624226955044e+24,81.23256787553181,238908.13697758145,2.736870593866099,539425187.5298419,2335040012237.2686,00867.jpg
IMF 6,Bicubic,38864.93928706732,28706898725.50719,387,580,2,11931.352698530078,9.163162318873478e+16,7.894660644254335e+23,84.5318401832317,127476.93874857624,22.998989769044318,431746802.12561035,3055050703407.063,00867.jpg
IMF 7,Bicubic,15130.410207496052,5723324598.237614,387,580,2,4442.014229591522,1.410706931087002e+16,1.131582412910405e+23,54.758172560699286,23519.647818418198,0.0,4337714.214017098,27715509389.84119,00867.jpg
IMF 8,Bicubic,3480.9501863008145,692461649.2135937,387,580,2,851.2824732828037,701104083338009.8,1.4034604389769342e+21,14.648616545703963,2924.412345927694,0.0,615876.5256044131,151236115.13999194,00867.jpg
IMF 9,Gaussian,668.7591322650298,27357063.91085135,387,580,2,152.72205498415335,2884907528810.838,3.4251486307776506e+17,0.6124805357498214,123.49683893717172,0.0,26347.828041476932,5818396.871504474,00867.jpg
IMF 10,Gaussian,1.9190990716525418e-11,1.0042050926825709e-22,387,580,2,1.8014112701217442e-11,6.243733295014302e-34,3.213556714010426e-44,2.2134224517497886e-17,2.0881873116889618e-27,0.0,1.2610125983985876e-41,4.2675140877882176e-52,00867.jpg
IMF 1,Lanczos4,12211.911333619597,1127922116.8548155,194,259,2,4723.740839762919,271152126685334.56,8.105044834424637e+19,10.943767157984684,25296.245091128647,0.036318126679664275,70682556.85541508,240375072093.66684,00868.jpg
IMF 2,Lanczos4,13457.909229178027,1325031802.2369785,194,259,2,4964.20990617843,336621435370856.2,1.0918924102485077e+20,-13.44399996892583,29794.722047134084,-0.14404575069021713,-74062900.1494533,253068666847.31848,00868.jpg
IMF 3,Lanczos4,5349.809074562605,174455313.2370307,194,259,2,1881.421566090749,14125725825107.387,1.5281603566217006e+18,-0.9707614968142272,4040.6882070644197,-0.15576887945062104,-347227.45593599055,1425872576.7260547,00868.jpg
IMF 4,Bicubic,5304.6824942906505,208573646.53759494,194,259,2,1867.4043049226211,23688523965024.69,4.057103714134859e+18,7.402001361936358,4656.297883357468,0.6976635285870203,1717727.4471400059,1508863829.5351439,00868.jpg
IMF 5,Lanczos4,5533.764261463135,513417476.68971443,194,259,2,1643.5983975390209,330440728964265.0,5.427035207912176e+20,44.581972127684196,8839.976790206927,15.3721293133381,970414.6933646111,716467895.5592943,00868.jpg
IMF 6,Lanczos4,4121.922882743046,644250869.0994633,194,259,2,1130.5232115158583,1161458533344233.0,3.973099301973166e+21,74.6164575163573,7592.459046811349,65.02383215207024,339372.90843480796,370582167.75387126,00868.jpg
IMF 7,Bicubic,1870.637287271362,124901561.95846,194,259,2,476.1238488280419,28095444552183.832,1.1206277732519043e+19,15.494971214845227,2315.349998305147,0.0,377141.7833927577,75881272.40874858,00868.jpg
IMF 8,Gaussian,3.4561390846934438e-12,3.270844249218112e-24,194,259,2,3.2546618142143997e-12,3.70446836440383e-36,3.4555715460040873e-47,3.77218633849474e-17,3.0282351082617324e-28,0.0,-2.7689017038848533e-43,7.907840071684916e-55,00868.jpg
IMF 1,Lanczos4,8949.160341613444,103947543.91189496,480,640,2,6264.966263872388,4495899868416.66,3.12948103497152e+17,0.2088601174982622,599.0286910314029,0.01751313500298155,174592.27574240035,181563252.23386654,00869.jpg
IMF 2,Lanczos4,8549.193212781547,193603285.75182003,480,640,2,3584.3496396887167,11906195208684.31,1.2846709183146017e+18,-0.8646636815837265,867.3903461099706,0.0037612916186340675,-245883.80439543325,289307965.4208563,00869.jpg
IMF 3,Lanczos4,7031.881139252206,190245243.3292754,480,640,2,2258.8714354745416,12446142476034.574,1.380674179595619e+18,0.36075223707747817,780.1191927383081,0.03434707397691983,77751.4273120169,67944125.85938177,00869.jpg
IMF 4,Lanczos4,6750.309022133577,284936940.163101,480,640,2,2121.585051995339,33035312493074.26,6.930021731821941e+18,1.6234559798935564,1073.2225028473608,0.08226222951656581,179695.389226418,97158370.7875438,00869.jpg
