IMF Spot,Mean Frequency,Variance Frequency,Rows,Cols,Median Frequency,Skewness Frequency,Kurtosis Frequency,Mean Color,Variance Color,Median Color,Skewness Color,Kurtosis Color,Interpolation Method
IMF 8,3187.012698,601652784.2,391.0,587.0,615.3517453377352,1.2174197470936488e+16,6.13647589733163e+23,20.227768043604442,2204.613860320872,3.1859474964618317,224954.16041843695,64183508.07027204,Bicubic
IMF 9,749.3210748,23793985.07,391.0,587.0,137.98639448760463,8411208766296.379,2.2542343171210424e+18,1.0050646801515508,133.37327619652132,0.0,19898.38372360773,3852108.470603977,MitchelCubic
IMF 10,6.24e-12,1.06e-23,391.0,587.0,7.755248188841825,1346794647872.0186,1.359658311565117e+18,0.03789662934500242,5.466652439174111,0.0,946.9978230683523,191089.9288627545,Gaussian
IMF 1,64592.426479999995,97521674766.0,740.0,1111.0,3965.8924387633306,3.573703707377844e+16,6.831111059019762e+23,1.3209255875614925,17771.685626993098,0.06405105033821935,23722553.87939209,852114160175.1136,Lanczos4
IMF 2,74710.82169,139000000000.0,740.0,1111.0,3287.5450752729143,2.9523763211506776e+16,6.150562483806212e+23,-1.398002320883738,19408.588068638277,-0.002626809820199781,-67193893.46766265,865768916520.7468,Lanczos4
IMF 3,30250.08314,18634794933.0,740.0,1111.0,2410.0512829006193,3454301370151570.5,1.5309652533766173e+22,0.1779895972862872,6162.510087665694,-0.004141564639555014,1397503.09883748,54961355853.005486,Lanczos4
IMF 4,31822.344960000002,22949726156.0,740.0,1111.0,2393.585615372908,4028943256056784.0,1.881402478939488e+22,1.158067789396786,7038.834916722666,0.08293729058233447,-4253517.170241685,142698752106.32254,Bicubic
IMF 5,22606.51581,10513801169.0,740.0,1111.0,2208.7628934005984,3616377470349621.0,2.6704039303589432e+22,4.55262055246587,6021.479392913084,1.0514478622475552,993121.4801394908,90463314676.246,Bicubic
IMF 6,19334.188980000006,9899014312.0,740.0,1111.0,1834.0516797698715,6100305357310342.0,6.53925749229862e+22,25.4245760678295,5606.27133367045,11.412855181003758,2555106.1361893723,38235092917.89196,Bicubic
IMF 7,19263.88081,9848617462.0,740.0,1111.0,1334.5386199979,2.5045131162100708e+16,5.30013133329688e+23,58.53087114590864,5357.440615312704,41.125315041065626,174112.42286522733,513869061.5168829,Lanczos4
IMF 8,5902.445831,1820398182.0,740.0,1111.0,615.3517453377352,1.2174197470936488e+16,6.13647589733163e+23,20.227768043604442,2204.613860320872,3.1859474964618317,224954.16041843695,64183508.07027204,Bicubic
IMF 9,1402.287671,107477469.3,740.0,1111.0,137.98639448760463,8411208766296.379,2.2542343171210424e+18,1.0050646801515508,133.37327619652132,0.0,19898.38372360773,3852108.470603977,MitchelCubic
IMF 10,289.56035860000014,2073612.3190000001,740.0,1111.0,7.755248188841825,1346794647872.0186,1.359658311565117e+18,0.03789662934500242,5.466652439174111,0.0,946.9978230683523,191089.9288627545,Gaussian
IMF 11,7.2099999999999986e-12,1.42e-23,740.0,1111.0,20.348117123342774,4834118140845.218,2.6858607899779103e+18,0.0674007240973278,10.624840639913797,0.0,1553.227910327002,318653.58929853444,Gaussian
IMF 1,3465.950088,10871982.26,375.0,500.0,3965.8924387633306,3.573703707377844e+16,6.831111059019762e+23,1.3209255875614925,17771.685626993098,0.06405105033821935,23722553.87939209,852114160175.1136,Lanczos4
IMF 2,3374.772482,26238078.32,375.0,500.0,3287.5450752729143,2.9523763211506776e+16,6.150562483806212e+23,-1.398002320883738,19408.588068638277,-0.002626809820199781,-67193893.46766265,865768916520.7468,Lanczos4
IMF 3,3418.086735000001,52374706.03,375.0,500.0,2410.0512829006193,3454301370151570.5,1.5309652533766173e+22,0.1779895972862872,6162.510087665694,-0.004141564639555014,1397503.09883748,54961355853.005486,Lanczos4
IMF 4,3345.850036,89925286.26,375.0,500.0,2393.585615372908,4028943256056784.0,1.881402478939488e+22,1.158067789396786,7038.834916722666,0.08293729058233447,-4253517.170241685,142698752106.32254,Bicubic
IMF 5,4757.503782,292525882.8,375.0,500.0,2208.7628934005984,3616377470349621.0,2.6704039303589432e+22,4.55262055246587,6021.479392913084,1.0514478622475552,993121.4801394908,90463314676.246,Bicubic
IMF 6,5658.297725,821793859.4,375.0,500.0,1834.0516797698715,6100305357310342.0,6.53925749229862e+22,25.4245760678295,5606.27133367045,11.412855181003758,2555106.1361893723,38235092917.89196,Bicubic
IMF 7,4718.669725,1553419215.0,375.0,500.0,1197.5930789513934,2.091501884837064e+16,4.155127792887107e+23,50.78487206172926,4604.354115530959,35.840209998874194,566639.3403122609,2271881545.799963,Bicubic
IMF 8,2457.5538239999996,304119898.6,375.0,500.0,615.3517453377352,1.2174197470936488e+16,6.13647589733163e+23,20.227768043604442,2204.613860320872,3.1859474964618317,224954.16041843695,64183508.07027204,Bicubic
IMF 9,192.55742080000002,5578567.003,375.0,500.0,38.87179430958075,1489478827843.077,3.814876564477822e+17,0.23077930220151724,30.216595440901127,0.0,4574.660412885892,863342.632923875,Gaussian
IMF 10,5.4100000000000006e-12,8.07e-24,375.0,500.0,7.755248188841825,1346794647872.0186,1.359658311565117e+18,0.03789662934500242,5.466652439174111,0.0,946.9978230683523,191089.9288627545,Gaussian
IMF 1,4425.410954,31125372.5,266.0,400.0,3965.8924387633306,3.573703707377844e+16,6.831111059019762e+23,1.3209255875614925,17771.685626993098,0.06405105033821935,23722553.87939209,852114160175.1136,Lanczos4
IMF 2,4559.982836,57402531.21,266.0,400.0,3287.5450752729143,2.9523763211506776e+16,6.150562483806212e+23,-1.398002320883738,19408.588068638277,-0.002626809820199781,-67193893.46766265,865768916520.7468,Lanczos4
IMF 3,3463.7982079999997,44851471.19,266.0,400.0,2410.0512829006193,3454301370151570.5,1.5309652533766173e+22,0.1779895972862872,6162.510087665694,-0.004141564639555014,1397503.09883748,54961355853.005486,Lanczos4
IMF 4,3920.482414,90701957.74,266.0,400.0,2393.585615372908,4028943256056784.0,1.881402478939488e+22,1.158067789396786,7038.834916722666,0.08293729058233447,-4253517.170241685,142698752106.32254,Bicubic
IMF 5,4010.278718,135521663.6,266.0,400.0,2208.7628934005984,3616377470349621.0,2.6704039303589432e+22,4.55262055246587,6021.479392913084,1.0514478622475552,993121.4801394908,90463314676.246,Bicubic
IMF 6,4102.931652,794896216.0,266.0,400.0,1834.0516797698715,6100305357310342.0,6.53925749229862e+22,25.4245760678295,5606.27133367045,11.412855181003758,2555106.1361893723,38235092917.89196,Bicubic
IMF 7,2760.6046460000002,798275163.1,266.0,400.0,1334.5386199979,2.5045131162100708e+16,5.30013133329688e+23,58.53087114590864,5357.440615312704,41.125315041065626,174112.42286522733,513869061.5168829,Lanczos4
IMF 8,650.2753062999999,45799075.62,266.0,400.0,615.3517453377352,1.2174197470936488e+16,6.13647589733163e+23,20.227768043604442,2204.613860320872,3.1859474964618317,224954.16041843695,64183508.07027204,Bicubic
IMF 9,4.62e-12,5.86e-24,266.0,400.0,38.87179430958075,1489478827843.077,3.814876564477822e+17,0.23077930220151724,30.216595440901127,0.0,4574.660412885892,863342.632923875,Gaussian
IMF 1,4439.450387,12333086.29,425.0,640.0,3965.8924387633306,3.573703707377844e+16,6.831111059019762e+23,1.3209255875614925,17771.685626993098,0.06405105033821935,23722553.87939209,852114160175.1136,Lanczos4
IMF 2,3467.74632,29791689.59,425.0,640.0,3287.5450752729143,2.9523763211506776e+16,6.150562483806212e+23,-1.398002320883738,19408.588068638277,-0.002626809820199781,-67193893.46766265,865768916520.7468,Lanczos4
IMF 3,3018.4977440000002,43036366.76,425.0,640.0,2410.0512829006193,3454301370151570.5,1.5309652533766173e+22,0.1779895972862872,6162.510087665694,-0.004141564639555014,1397503.09883748,54961355853.005486,Lanczos4
IMF 4,3319.862009,75974693.27,425.0,640.0,2393.585615372908,4028943256056784.0,1.881402478939488e+22,1.158067789396786,7038.834916722666,0.08293729058233447,-4253517.170241685,142698752106.32254,Bicubic
IMF 5,4441.719674,188299356.9,425.0,640.0,2208.7628934005984,3616377470349621.0,2.6704039303589432e+22,4.55262055246587,6021.479392913084,1.0514478622475552,993121.4801394908,90463314676.246,Bicubic
IMF 6,5859.805668,629159005.1,425.0,640.0,1834.0516797698715,6100305357310342.0,6.53925749229862e+22,25.4245760678295,5606.27133367045,11.412855181003758,2555106.1361893723,38235092917.89196,Bicubic
IMF 7,6584.287821,2513834822.0,425.0,640.0,1065.975530217319,2.8542644447801256e+16,7.062708139523328e+23,54.588749363460884,4055.6872613839205,53.447255250920016,64145.53432663897,90260469.0189391,Bilinear
IMF 8,4104.29776,1253539628.0,425.0,640.0,1161.377421080872,6.751050324331535e+16,4.251656630707077e+24,46.18443462053899,4494.0462932373875,15.851058169943776,285967.308872103,93130571.82457088,Lanczos4
IMF 9,745.1457386,33732650.55,425.0,640.0,137.98639448760463,8411208766296.379,2.2542343171210424e+18,1.0050646801515508,133.37327619652132,0.0,19898.38372360773,3852108.470603977,MitchelCubic
IMF 10,7.39e-12,1.5e-23,425.0,640.0,7.755248188841825,1346794647872.0186,1.359658311565117e+18,0.03789662934500242,5.466652439174111,0.0,946.9978230683523,191089.9288627545,Gaussian
IMF 1,13431.10645,1903371815.0,426.0,640.0,3546.370051362544,1.2834872302405964e+16,1.2269268661929587e+23,3.1611322045603267,14505.417549842869,0.4663416095698964,20452874.988310594,323728998477.7177,Bicubic
IMF 2,16981.0438,2974956658.0,426.0,640.0,4351.084646056954,1.0378191806701309e+17,2.0271588594149692e+24,-1.9156359374795635,50072.83795003668,0.0009825532051601085,783100.1132940998,3284478666252.1504,Bicubic
IMF 3,13736.1103,1718546849.0,426.0,640.0,2871.540104939623,9865806389669984.0,8.091861450135822e+22,-0.13059971425730754,12852.742147659854,0.010942142167937749,-1651169.8337180838,165261777134.73566,Bicubic
IMF 4,13267.24767,2133546126.0,426.0,640.0,2393.585615372908,4028943256056784.0,1.881402478939488e+22,1.158067789396786,7038.834916722666,0.08293729058233447,-4253517.170241685,142698752106.32254,Bicubic
IMF 5,12439.77365,2480514679.0,426.0,640.0,2208.7628934005984,3616377470349621.0,2.6704039303589432e+22,4.55262055246587,6021.479392913084,1.0514478622475552,993121.4801394908,90463314676.246,Bicubic
IMF 6,10267.54453,3238243944.0,426.0,640.0,1573.7536920232787,1.1489656817620232e+16,2.1126399220263664e+23,41.25946938101546,5175.8399500660325,32.66656259207172,-202988.23738897184,992224341.906394,Bilinear
IMF 7,5508.374455,1865465917.0,426.0,640.0,1197.5930789513934,2.091501884837064e+16,4.155127792887107e+23,50.78487206172926,4604.354115530959,35.840209998874194,566639.3403122609,2271881545.799963,Bicubic
IMF 8,2162.0673620000002,290077298.4,426.0,640.0,615.3517453377352,1.2174197470936488e+16,6.13647589733163e+23,20.227768043604442,2204.613860320872,3.1859474964618317,224954.16041843695,64183508.07027204,Bicubic
IMF 9,255.5271778,3658071.727,426.0,640.0,38.87179430958075,1489478827843.077,3.814876564477822e+17,0.23077930220151724,30.216595440901127,0.0,4574.660412885892,863342.632923875,Gaussian
IMF 10,8.08e-12,1.7699999999999995e-23,426.0,640.0,7.755248188841825,1346794647872.0186,1.359658311565117e+18,0.03789662934500242,5.466652439174111,0.0,946.9978230683523,191089.9288627545,Gaussian
IMF 1,28467.490560000002,9562715434.0,480.0,640.0,3965.8924387633306,3.573703707377844e+16,6.831111059019762e+23,1.3209255875614925,17771.685626993098,0.06405105033821935,23722553.87939209,852114160175.1136,Lanczos4
IMF 2,34997.5914,16343014809.0,480.0,640.0,3287.5450752729143,2.9523763211506776e+16,6.150562483806212e+23,-1.398002320883738,19408.588068638277,-0.002626809820199781,-67193893.46766265,865768916520.7468,Lanczos4
IMF 3,20941.30227,4842908410.0,480.0,640.0,2410.0512829006193,3454301370151570.5,1.5309652533766173e+22,0.1779895972862872,6162.510087665694,-0.004141564639555014,1397503.09883748,54961355853.005486,Lanczos4
IMF 4,25021.240469999997,7863782371.0,480.0,640.0,2835.470380986334,3404919718027668.5,1.262221437593294e+22,3.655587785097776,9254.097273464218,1.4548946451675617,-2006069.3279323904,34050145997.14694,Lanczos4
IMF 5,13513.573269999999,2412413326.0,480.0,640.0,2208.7628934005984,3616377470349621.0,2.6704039303589432e+22,4.55262055246587,6021.479392913084,1.0514478622475552,993121.4801394908,90463314676.246,Bicubic
IMF 6,20963.848469999997,6651118908.0,480.0,640.0,1834.0516797698715,6100305357310342.0,6.53925749229862e+22,25.4245760678295,5606.27133367045,11.412855181003758,2555106.1361893723,38235092917.89196,Bicubic
IMF 7,7882.045865000001,4136312847.0,480.0,640.0,2172.6487239999997,9410000000000000.0,9.8e+22,36.54523539,6810.857542,15.75169637,2482557.921,2829346268.0,MitchelCubic
IMF 8,4964.267838000002,2772151604.0,480.0,640.0,615.3517453377352,1.2174197470936488e+16,6.13647589733163e+23,20.227768043604442,2204.613860320872,3.1859474964618317,224954.16041843695,64183508.07027204,Bicubic
IMF 9,1146.542439,143712808.0,480.0,640.0,198.7537672190313,47343353322892.94,5.039853876519215e+19,2.026186356047022,295.0485008267042,0.0,48052.82794445171,9138565.021014877,Bilinear
IMF 10,1.1199999999999999e-11,3.45e-23,480.0,640.0,7.755248188841825,1346794647872.0186,1.359658311565117e+18,0.03789662934500242,5.466652439174111,0.0,946.9978230683523,191089.9288627545,Gaussian
IMF 1,2949.397211,6147549.489,224.0,375.0,3965.8924387633306,3.573703707377844e+16,6.831111059019762e+23,1.3209255875614925,17771.685626993098,0.06405105033821935,23722553.87939209,852114160175.1136,Lanczos4
IMF 2,2234.16783,11741953.93,224.0,375.0,3287.5450752729143,2.9523763211506776e+16,6.150562483806212e+23,-1.398002320883738,19408.588068638277,-0.002626809820199781,-67193893.46766265,865768916520.7468,Lanczos4
IMF 3,1922.7211170000005,18476456.81,224.0,375.0,2410.0512829006193,3454301370151570.5,1.5309652533766173e+22,0.1779895972862872,6162.510087665694,-0.004141564639555014,1397503.09883748,54961355853.005486,Lanczos4
IMF 4,2250.631975,34221048.84,224.0,375.0,2393.585615372908,4028943256056784.0,1.881402478939488e+22,1.158067789396786,7038.834916722666,0.08293729058233447,-4253517.170241685,142698752106.32254,Bicubic
IMF 5,3229.740969,332576114.7,224.0,375.0,2208.7628934005984,3616377470349621.0,2.6704039303589432e+22,4.55262055246587,6021.479392913084,1.0514478622475552,993121.4801394908,90463314676.246,Bicubic
IMF 6,3494.435608,1072645997.0,224.0,375.0,1522.376853550507,5939226961175498.0,7.541620854292902e+22,42.02678318926053,5292.786694158729,22.712085534883105,249782.70694519387,1951064613.271659,Lanczos4
IMF 7,2017.212679,309298809.4,224.0,375.0,1197.5930789513934,2.091501884837064e+16,4.155127792887107e+23,50.78487206172926,4604.354115530959,35.840209998874194,566639.3403122609,2271881545.799963,Bicubic
IMF 8,531.8838315,16291218.3,224.0,375.0,349.201949891006,2.4857405610053204e+16,2.274698906623222e+24,8.686837899812257,947.0849380979753,3.213014178034425,97057.799027221,22994951.32792698,Bilinear
IMF 9,4.36e-12,5.23e-24,224.0,375.0,38.87179430958075,1489478827843.077,3.814876564477822e+17,0.23077930220151724,30.216595440901127,0.0,4574.660412885892,863342.632923875,Gaussian
IMF 1,5699.627467,120253807.9,108.0,144.0,3965.8924387633306,3.573703707377844e+16,6.831111059019762e+23,1.3209255875614925,17771.685626993098,0.06405105033821935,23722553.87939209,852114160175.1136,Lanczos4
IMF 2,7670.204195,255331326.3,108.0,144.0,3287.5450752729143,2.9523763211506776e+16,6.150562483806212e+23,-1.398002320883738,19408.588068638277,-0.002626809820199781,-67193893.46766265,865768916520.7468,Lanczos4
IMF 3,5085.098597,123459090.1,108.0,144.0,2410.0512829006193,3454301370151570.5,1.5309652533766173e+22,0.1779895972862872,6162.510087665694,-0.004141564639555014,1397503.09883748,54961355853.005486,Lanczos4
IMF 4,4081.046344,127871843.9,108.0,144.0,2835.470380986334,3404919718027668.5,1.262221437593294e+22,3.655587785097776,9254.097273464218,1.4548946451675617,-2006069.3279323904,34050145997.14694,Lanczos4
IMF 5,3246.436824,167488455.4,108.0,144.0,2208.7628934005984,3616377470349621.0,2.6704039303589432e+22,4.55262055246587,6021.479392913084,1.0514478622475552,993121.4801394908,90463314676.246,Bicubic
IMF 6,644.4416095,14349275.64,108.0,144.0,1573.7536920232787,1.1489656817620232e+16,2.1126399220263664e+23,41.25946938101546,5175.8399500660325,32.66656259207172,-202988.23738897184,992224341.906394,Bilinear
IMF 7,212.56420209999996,904353.9156,108.0,144.0,91.2752765057168,426459239116.5055,3.850881649905074e+16,0.9312557789098528,151.40685163597294,0.0,27707.616712204283,5699416.477194347,Gaussian
IMF 8,1.34e-12,5.079999999999999e-25,108.0,144.0,40.72876349131032,2385628570720.1104,1.1280860173791537e+18,0.4247771112024841,61.35600203540996,0.0,9662.380967269992,1703690.806775011,Gaussian
IMF 1,10844.34861,510245129.8,331.0,600.0,3965.8924387633306,3.573703707377844e+16,6.831111059019762e+23,1.3209255875614925,17771.685626993098,0.06405105033821935,23722553.87939209,852114160175.1136,Lanczos4
IMF 2,12524.38153,804057745.2,331.0,600.0,3287.5450752729143,2.9523763211506776e+16,6.150562483806212e+23,-1.398002320883738,19408.588068638277,-0.002626809820199781,-67193893.46766265,865768916520.7468,Lanczos4
IMF 3,9396.720468000001,441991042.0,331.0,600.0,2871.540104939623,9865806389669984.0,8.091861450135822e+22,-0.13059971425730754,12852.742147659854,0.010942142167937749,-1651169.8337180838,165261777134.73566,Bicubic
IMF 4,8773.789059,553976656.1,331.0,600.0,2393.585615372908,4028943256056784.0,1.881402478939488e+22,1.158067789396786,7038.834916722666,0.08293729058233447,-4253517.170241685,142698752106.32254,Bicubic
IMF 5,8415.69075,809546084.3,331.0,600.0,2208.7628934005984,3616377470349621.0,2.6704039303589432e+22,4.55262055246587,6021.479392913084,1.0514478622475552,993121.4801394908,90463314676.246,Bicubic
IMF 6,9137.337896,2523102187.0,331.0,600.0,1573.7536920232787,1.1489656817620232e+16,2.1126399220263664e+23,41.25946938101546,5175.8399500660325,32.66656259207172,-202988.23738897184,992224341.906394,Bilinear
IMF 7,6148.612472999999,2273449681.0,331.0,600.0,1334.5386199979,2.5045131162100708e+16,5.30013133329688e+23,58.53087114590864,5357.440615312704,41.125315041065626,174112.42286522733,513869061.5168829,Lanczos4
IMF 8,2055.8733230000007,229673466.0,331.0,600.0,615.3517453377352,1.2174197470936488e+16,6.13647589733163e+23,20.227768043604442,2204.613860320872,3.1859474964618317,224954.16041843695,64183508.07027204,Bicubic
IMF 9,6.499999999999999e-12,1.14e-23,331.0,600.0,38.87179430958075,1489478827843.077,3.814876564477822e+17,0.23077930220151724,30.216595440901127,0.0,4574.660412885892,863342.632923875,Gaussian
IMF 1,3308.1517489999997,10979642.03,360.0,480.0,3965.8924387633306,3.573703707377844e+16,6.831111059019762e+23,1.3209255875614925,17771.685626993098,0.06405105033821935,23722553.87939209,852114160175.1136,Lanczos4
IMF 2,3230.6915879999997,28144556.48,360.0,480.0,3287.5450752729143,2.9523763211506776e+16,6.150562483806212e+23,-1.398002320883738,19408.588068638277,-0.002626809820199781,-67193893.46766265,865768916520.7468,Lanczos4
IMF 3,3790.8025119999998,68045336.19,360.0,480.0,2410.0512829006193,3454301370151570.5,1.5309652533766173e+22,0.1779895972862872,6162.510087665694,-0.004141564639555014,1397503.09883748,54961355853.005486,Lanczos4
IMF 4,4341.157395,133928552.9,360.0,480.0,2393.585615372908,4028943256056784.0,1.881402478939488e+22,1.158067789396786,7038.834916722666,0.08293729058233447,-4253517.170241685,142698752106.32254,Bicubic
IMF 5,4291.300267000001,213649525.7,360.0,480.0,2208.7628934005984,3616377470349621.0,2.6704039303589432e+22,4.55262055246587,6021.479392913084,1.0514478622475552,993121.4801394908,90463314676.246,Bicubic
IMF 6,4473.64408,623981384.4,360.0,480.0,1522.376853550507,5939226961175498.0,7.541620854292902e+22,42.02678318926053,5292.786694158729,22.712085534883105,249782.70694519387,1951064613.271659,Lanczos4
IMF 7,3296.4187190000002,1052350605.0,360.0,480.0,1197.5930789513934,2.091501884837064e+16,4.155127792887107e+23,50.78487206172926,4604.354115530959,35.840209998874194,566639.3403122609,2271881545.799963,Bicubic
IMF 8,1479.863288,189403190.9,360.0,480.0,615.3517453377352,1.2174197470936488e+16,6.13647589733163e+23,20.227768043604442,2204.613860320872,3.1859474964618317,224954.16041843695,64183508.07027204,Bicubic
IMF 9,4.969999999999999e-12,6.719999999999999e-24,360.0,480.0,38.87179430958075,1489478827843.077,3.814876564477822e+17,0.23077930220151724,30.216595440901127,0.0,4574.660412885892,863342.632923875,Gaussian
IMF 1,3028.236572,14235786.72,334.0,500.0,3965.8924387633306,3.573703707377844e+16,6.831111059019762e+23,1.3209255875614925,17771.685626993098,0.06405105033821935,23722553.87939209,852114160175.1136,Lanczos4
IMF 2,3488.8359170000012,40119825.02,334.0,500.0,3287.5450752729143,2.9523763211506776e+16,6.150562483806212e+23,-1.398002320883738,19408.588068638277,-0.002626809820199781,-67193893.46766265,865768916520.7468,Lanczos4
IMF 3,4050.588063,89089026.08,334.0,500.0,2410.0512829006193,3454301370151570.5,1.5309652533766173e+22,0.1779895972862872,6162.510087665694,-0.004141564639555014,1397503.09883748,54961355853.005486,Lanczos4
IMF 4,4409.282742,138729206.4,334.0,500.0,2393.585615372908,4028943256056784.0,1.881402478939488e+22,1.158067789396786,7038.834916722666,0.08293729058233447,-4253517.170241685,142698752106.32254,Bicubic
IMF 5,4746.3988229999995,307164919.8,334.0,500.0,2208.7628934005984,3616377470349621.0,2.6704039303589432e+22,4.55262055246587,6021.479392913084,1.0514478622475552,993121.4801394908,90463314676.246,Bicubic
IMF 6,4804.041571,1625966625.0,334.0,500.0,1834.0516797698715,6100305357310342.0,6.53925749229862e+22,25.4245760678295,5606.27133367045,11.412855181003758,2555106.1361893723,38235092917.89196,Bicubic
IMF 7,3300.161463,964007299.0,334.0,500.0,1334.5386199979,2.5045131162100708e+16,5.30013133329688e+23,58.53087114590864,5357.440615312704,41.125315041065626,174112.42286522733,513869061.5168829,Lanczos4
IMF 8,663.0595355,40743518.37,334.0,500.0,231.01436881221505,64454855490623.11,4.700116890921295e+19,4.0678811409087405,499.4400799988258,0.0,65387.07104306662,9813452.697053758,MitchelCubic
IMF 9,5.679999999999999e-12,8.789999999999997e-24,334.0,500.0,38.87179430958075,1489478827843.077,3.814876564477822e+17,0.23077930220151724,30.216595440901127,0.0,4574.660412885892,863342.632923875,Gaussian
IMF 1,2582.397473,5877100.288,375.0,600.0,3546.370051362544,1.2834872302405964e+16,1.2269268661929587e+23,3.1611322045603267,14505.417549842869,0.4663416095698964,20452874.988310594,323728998477.7177,Bicubic
IMF 2,2318.9345940000007,13363901.98,375.0,600.0,4351.084646056954,1.0378191806701309e+17,2.0271588594149692e+24,-1.9156359374795635,50072.83795003668,0.0009825532051601085,783100.1132940998,3284478666252.1504,Bicubic
IMF 3,2373.5017980000002,23569522.27,375.0,600.0,2871.540104939623,9865806389669984.0,8.091861450135822e+22,-0.13059971425730754,12852.742147659854,0.010942142167937749,-1651169.8337180838,165261777134.73566,Bicubic
IMF 4,2436.521022,40395954.4,375.0,600.0,2393.585615372908,4028943256056784.0,1.881402478939488e+22,1.158067789396786,7038.834916722666,0.08293729058233447,-4253517.170241685,142698752106.32254,Bicubic
IMF 5,2582.334206,89300869.18,375.0,600.0,2208.7628934005984,3616377470349621.0,2.6704039303589432e+22,4.55262055246587,6021.479392913084,1.0514478622475552,993121.4801394908,90463314676.246,Bicubic
IMF 6,3138.1883620000012,492577006.2,375.0,600.0,1522.376853550507,5939226961175498.0,7.541620854292902e+22,42.02678318926053,5292.786694158729,22.712085534883105,249782.70694519387,1951064613.271659,Lanczos4
IMF 7,2600.841756,842453454.1,375.0,600.0,1197.5930789513934,2.091501884837064e+16,4.155127792887107e+23,50.78487206172926,4604.354115530959,35.840209998874194,566639.3403122609,2271881545.799963,Bicubic
IMF 8,1438.665253,210406459.3,375.0,600.0,349.201949891006,2.4857405610053204e+16,2.274698906623222e+24,8.686837899812257,947.0849380979753,3.213014178034425,97057.799027221,22994951.32792698,Bilinear
IMF 9,233.67077540000003,9217591.288999999,375.0,600.0,38.87179430958075,1489478827843.077,3.814876564477822e+17,0.23077930220151724,30.216595440901127,0.0,4574.660412885892,863342.632923875,Gaussian
IMF 10,4.09e-12,4.55e-24,375.0,600.0,7.755248188841825,1346794647872.0186,1.359658311565117e+18,0.03789662934500242,5.466652439174111,0.0,946.9978230683523,191089.9288627545,Gaussian
IMF 1,2971.048394,9678403.992999999,480.0,640.0,3546.370051362544,1.2834872302405964e+16,1.2269268661929587e+23,3.1611322045603267,14505.417549842869,0.4663416095698964,20452874.988310594,323728998477.7177,Bicubic
IMF 2,3110.857245,27655177.0,480.0,640.0,4351.084646056954,1.0378191806701309e+17,2.0271588594149692e+24,-1.9156359374795635,50072.83795003668,0.0009825532051601085,783100.1132940998,3284478666252.1504,Bicubic
IMF 3,2699.84413,41382353.74,480.0,640.0,2871.540104939623,9865806389669984.0,8.091861450135822e+22,-0.13059971425730754,12852.742147659854,0.010942142167937749,-1651169.8337180838,165261777134.73566,Bicubic
IMF 4,2608.4081170000004,63478030.78,480.0,640.0,2393.585615372908,4028943256056784.0,1.881402478939488e+22,1.158067789396786,7038.834916722666,0.08293729058233447,-4253517.170241685,142698752106.32254,Bicubic
IMF 5,3709.208353,204374058.0,480.0,640.0,2208.7628934005984,3616377470349621.0,2.6704039303589432e+22,4.55262055246587,6021.479392913084,1.0514478622475552,993121.4801394908,90463314676.246,Bicubic
IMF 6,4649.614849000001,571061056.9,480.0,640.0,1834.0516797698715,6100305357310342.0,6.53925749229862e+22,25.4245760678295,5606.27133367045,11.412855181003758,2555106.1361893723,38235092917.89196,Bicubic
IMF 7,4721.078326,1644383723.0,480.0,640.0,1334.5386199979,2.5045131162100708e+16,5.30013133329688e+23,58.53087114590864,5357.440615312704,41.125315041065626,174112.42286522733,513869061.5168829,Lanczos4
IMF 8,2965.680679,982359634.4,480.0,640.0,615.3517453377352,1.2174197470936488e+16,6.13647589733163e+23,20.227768043604442,2204.613860320872,3.1859474964618317,224954.16041843695,64183508.07027204,Bicubic
IMF 9,967.8249301000001,93396000.88,480.0,640.0,198.7537672190313,47343353322892.94,5.039853876519215e+19,2.026186356047022,295.0485008267042,0.0,48052.82794445171,9138565.021014877,Bilinear
IMF 10,6.179999999999999e-12,1.04e-23,480.0,640.0,7.755248188841825,1346794647872.0186,1.359658311565117e+18,0.03789662934500242,5.466652439174111,0.0,946.9978230683523,191089.9288627545,Gaussian
IMF 1,8486.268848,59973882.57,768.0,1024.0,3965.8924387633306,3.573703707377844e+16,6.831111059019762e+23,1.3209255875614925,17771.685626993098,0.06405105033821935,23722553.87939209,852114160175.1136,Lanczos4
IMF 2,7041.090072,133239012.5,768.0,1024.0,3287.5450752729143,2.9523763211506776e+16,6.150562483806212e+23,-1.398002320883738,19408.588068638277,-0.002626809820199781,-67193893.46766265,865768916520.7468,Lanczos4
IMF 3,5396.493869,143342209.5,768.0,1024.0,2410.0512829006193,3454301370151570.5,1.5309652533766173e+22,0.1779895972862872,6162.510087665694,-0.004141564639555014,1397503.09883748,54961355853.005486,Lanczos4
IMF 4,4260.718139,151976808.7,768.0,1024.0,2835.470380986334,3404919718027668.5,1.262221437593294e+22,3.655587785097776,9254.097273464218,1.4548946451675617,-2006069.3279323904,34050145997.14694,Lanczos4
IMF 5,4364.081328,242830447.0,768.0,1024.0,2208.7628934005984,3616377470349621.0,2.6704039303589432e+22,4.55262055246587,6021.479392913084,1.0514478622475552,993121.4801394908,90463314676.246,Bicubic
IMF 6,6717.924188,846891786.2,768.0,1024.0,1834.0516797698715,6100305357310342.0,6.53925749229862e+22,25.4245760678295,5606.27133367045,11.412855181003758,2555106.1361893723,38235092917.89196,Bicubic
